project,method_id,criterion,presentation,system,slot,rank,points
jhotdraw,6028,how,0,QWEN,1,2,3
jhotdraw,6028,how,0,MISTRAL,2,3,2
jhotdraw,6028,how,0,CLAUDE,4,4,1
jhotdraw,6028,how,1,GPT,2,1,4
jhotdraw,6028,how,1,QWEN,4,2,3
jhotdraw,6028,how,1,CLAUDE,1,3,2
jhotdraw,6028,how,1,MISTRAL,3,4,1
jhotdraw,6088,accuracy,0,CLAUDE,4,1,4
jhotdraw,6088,accuracy,0,QWEN,2,2,3
jhotdraw,6088,accuracy,0,GPT,3,3,2
jhotdraw,6088,accuracy,0,MISTRAL,1,4,1
jhotdraw,6088,accuracy,1,GPT,2,1,4
jhotdraw,6088,accuracy,1,QWEN,3,2,3
jhotdraw,6088,accuracy,1,CLAUDE,1,3,2
jhotdraw,6088,accuracy,1,MISTRAL,4,4,1
jhotdraw,6088,content,0,CLAUDE,2,1,4
jhotdraw,6088,content,0,QWEN,4,2,3
jhotdraw,6088,content,0,GPT,3,3,2
jhotdraw,6088,content,0,MISTRAL,1,4,1
jhotdraw,6088,content,1,CLAUDE,3,1,4
jhotdraw,6088,content,1,GPT,2,2,3
jhotdraw,6088,content,1,QWEN,1,3,2
jhotdraw,6088,content,1,MISTRAL,4,4,1
jhotdraw,6088,conciseness,0,CLAUDE,4,1,4
jhotdraw,6088,conciseness,0,GPT,2,2,3
jhotdraw,6088,conciseness,0,MISTRAL,3,3,2
jhotdraw,6088,conciseness,0,QWEN,1,4,1
jhotdraw,6088,conciseness,1,GPT,3,1,4
jhotdraw,6088,conciseness,1,QWEN,4,2,3
jhotdraw,6088,conciseness,1,CLAUDE,1,3,2
jhotdraw,6088,conciseness,1,MISTRAL,2,4,1
jhotdraw,6088,what,0,CLAUDE,3,1,4
jhotdraw,6088,what,0,GPT,1,2,3
jhotdraw,6088,what,0,QWEN,4,3,2
jhotdraw,6088,what,0,MISTRAL,2,4,1
jhotdraw,6088,what,1,CLAUDE,2,1,4
jhotdraw,6088,what,1,QWEN,1,2,3
jhotdraw,6088,what,1,GPT,4,3,2
jhotdraw,6088,what,1,MISTRAL,3,4,1
jhotdraw,6088,why,0,GPT,2,1,4
jhotdraw,6088,why,0,QWEN,4,2,3
jhotdraw,6088,why,0,CLAUDE,1,3,2
jhotdraw,6088,why,0,MISTRAL,3,4,1
jhotdraw,6088,why,1,CLAUDE,4,1,4
jhotdraw,6088,why,1,QWEN,1,2,3
jhotdraw,6088,why,1,MISTRAL,2,3,2
jhotdraw,6088,why,1,GPT,3,4,1
jhotdraw,6088,how,0,GPT,3,1,4
jhotdraw,6088,how,0,CLAUDE,1,2,3
jhotdraw,6088,how,0,QWEN,4,3,2
jhotdraw,6088,how,0,MISTRAL,2,4,1
jhotdraw,6088,how,1,GPT,2,1,4
jhotdraw,6088,how,1,CLAUDE,4,2,3
jhotdraw,6088,how,1,QWEN,1,3,2
jhotdraw,6088,how,1,MISTRAL,3,4,1
jhotdraw,6090,accuracy,0,GPT,1,1,4
jhotdraw,6090,accuracy,0,CLAUDE,4,2,3
jhotdraw,6090,accuracy,0,MISTRAL,3,3,2
jhotdraw,6090,accuracy,0,QWEN,2,4,1
jhotdraw,6090,accuracy,1,GPT,4,1,4
jhotdraw,6090,accuracy,1,MISTRAL,2,2,3
jhotdraw,6090,accuracy,1,QWEN,3,3,2
jhotdraw,6090,accuracy,1,CLAUDE,1,4,1
jhotdraw,6090,content,0,GPT,1,1,4
jhotdraw,6090,content,0,CLAUDE,3,2,3
jhotdraw,6090,content,0,MISTRAL,4,3,2
jhotdraw,6090,content,0,QWEN,2,4,1
jhotdraw,6090,content,1,GPT,4,1,4
jhotdraw,6090,content,1,CLAUDE,2,2,3
jhotdraw,6090,content,1,QWEN,3,3,2
jhotdraw,6090,content,1,MISTRAL,1,4,1
jhotdraw,6090,conciseness,0,GPT,4,1,4
jhotdraw,6090,conciseness,0,MISTRAL,3,2,3
jhotdraw,6090,conciseness,0,QWEN,2,3,2
jhotdraw,6090,conciseness,0,CLAUDE,1,4,1
jhotdraw,6090,conciseness,1,MISTRAL,2,1,4
jhotdraw,6090,conciseness,1,QWEN,3,2,3
jhotdraw,6090,conciseness,1,CLAUDE,4,3,2
jhotdraw,6090,conciseness,1,GPT,1,4,1
jhotdraw,6090,what,0,GPT,2,1,4
jhotdraw,6090,what,0,CLAUDE,4,2,3
jhotdraw,6090,what,0,MISTRAL,3,3,2
jhotdraw,6090,what,0,QWEN,1,4,1
jhotdraw,6090,what,1,GPT,3,1,4
jhotdraw,6090,what,1,MISTRAL,2,2,3
jhotdraw,6090,what,1,CLAUDE,1,3,2
jhotdraw,6090,what,1,QWEN,4,4,1
jhotdraw,6090,why,0,GPT,3,1,4
jhotdraw,6090,why,0,CLAUDE,4,2,3
jhotdraw,6090,why,0,QWEN,2,3,2
jhotdraw,6090,why,0,MISTRAL,1,4,1
jhotdraw,6090,why,1,GPT,2,1,4
jhotdraw,6090,why,1,MISTRAL,4,2,3
jhotdraw,6090,why,1,CLAUDE,1,3,2
jhotdraw,6090,why,1,QWEN,3,4,1
jhotdraw,6090,how,0,CLAUDE,2,1,4
jhotdraw,6090,how,0,GPT,1,2,3
jhotdraw,6090,how,0,MISTRAL,3,3,2
jhotdraw,6090,how,0,QWEN,4,4,1
jhotdraw,6090,how,1,GPT,4,1,4
jhotdraw,6090,how,1,QWEN,1,2,3
jhotdraw,6090,how,1,MISTRAL,2,3,2
jhotdraw,6090,how,1,CLAUDE,3,4,1
jhotdraw,6232,accuracy,0,QWEN,3,1,4
jhotdraw,6232,accuracy,0,CLAUDE,1,2,3
jhotdraw,6232,accuracy,0,GPT,4,3,2
jhotdraw,6232,accuracy,0,MISTRAL,2,4,1
jhotdraw,6232,accuracy,1,QWEN,2,1,4
jhotdraw,6232,accuracy,1,CLAUDE,4,2,3
jhotdraw,6232,accuracy,1,GPT,1,3,2
jhotdraw,6232,accuracy,1,MISTRAL,3,4,1
jhotdraw,6232,content,0,QWEN,2,1,4
jhotdraw,6232,content,0,CLAUDE,1,2,3
jhotdraw,6232,content,0,GPT,3,3,2
jhotdraw,6232,content,0,MISTRAL,4,4,1
jhotdraw,6232,content,1,QWEN,3,1,4
jhotdraw,6232,content,1,CLAUDE,4,2,3
jhotdraw,6232,content,1,GPT,2,3,2
jhotdraw,6232,content,1,MISTRAL,1,4,1
jhotdraw,6232,conciseness,0,GPT,3,1,4
jhotdraw,6232,conciseness,0,CLAUDE,4,2,3
jhotdraw,6232,conciseness,0,MISTRAL,1,3,2
jhotdraw,6232,conciseness,0,QWEN,2,4,1
jhotdraw,6232,conciseness,1,GPT,2,1,4
jhotdraw,6232,conciseness,1,MISTRAL,4,2,3
jhotdraw,6232,conciseness,1,QWEN,3,3,2
jhotdraw,6232,conciseness,1,CLAUDE,1,4,1
jhotdraw,6232,what,0,QWEN,4,1,4
jhotdraw,6232,what,0,CLAUDE,1,2,3
jhotdraw,6232,what,0,GPT,2,3,2
jhotdraw,6232,what,0,MISTRAL,3,4,1
jhotdraw,6232,what,1,CLAUDE,4,1,4
jhotdraw,6232,what,1,QWEN,1,2,3
jhotdraw,6232,what,1,GPT,3,3,2
jhotdraw,6232,what,1,MISTRAL,2,4,1
jhotdraw,6232,why,0,QWEN,2,1,4
jhotdraw,6232,why,0,CLAUDE,3,2,3
jhotdraw,6232,why,0,GPT,1,3,2
jhotdraw,6232,why,0,MISTRAL,4,4,1
jhotdraw,6232,why,1,CLAUDE,2,1,4
jhotdraw,6232,why,1,QWEN,3,2,3
jhotdraw,6232,why,1,MISTRAL,1,3,2
jhotdraw,6232,why,1,GPT,4,4,1
jhotdraw,6232,how,0,GPT,2,1,4
jhotdraw,6232,how,0,CLAUDE,4,2,3
jhotdraw,6232,how,0,QWEN,3,3,2
jhotdraw,6232,how,0,MISTRAL,1,4,1
jhotdraw,6232,how,1,QWEN,2,1,4
jhotdraw,6232,how,1,CLAUDE,1,2,3
jhotdraw,6232,how,1,GPT,3,3,2
jhotdraw,6232,how,1,MISTRAL,4,4,1
jtopas,452,accuracy,0,QWEN,2,1,4
jtopas,452,accuracy,0,CLAUDE,3,2,3
jtopas,452,accuracy,0,MISTRAL,4,3,2
jtopas,452,accuracy,0,GPT,1,4,1
jtopas,452,accuracy,1,CLAUDE,2,1,4
jtopas,452,accuracy,1,QWEN,3,2,3
jtopas,452,accuracy,1,MISTRAL,1,3,2
jtopas,452,accuracy,1,GPT,4,4,1
jtopas,452,content,0,QWEN,2,1,4
jtopas,452,content,0,GPT,3,2,3
jtopas,452,content,0,CLAUDE,4,3,2
jtopas,452,content,0,MISTRAL,1,4,1
jtopas,452,content,1,QWEN,3,1,4
jtopas,452,content,1,GPT,2,2,3
jtopas,452,content,1,MISTRAL,4,3,2
jtopas,452,content,1,CLAUDE,1,4,1
jtopas,452,conciseness,0,QWEN,3,1,4
jtopas,452,conciseness,0,GPT,1,2,3
jtopas,452,conciseness,0,CLAUDE,4,3,2
jtopas,452,conciseness,0,MISTRAL,2,4,1
jtopas,452,conciseness,1,GPT,4,1,4
jtopas,452,conciseness,1,QWEN,2,2,3
jtopas,452,conciseness,1,MISTRAL,3,3,2
jtopas,452,conciseness,1,CLAUDE,1,4,1
jtopas,452,what,0,CLAUDE,3,1,4
jtopas,452,what,0,QWEN,1,2,3
jtopas,452,what,0,MISTRAL,4,3,2
jtopas,452,what,0,GPT,2,4,1
jtopas,452,what,1,CLAUDE,2,1,4
jtopas,452,what,1,QWEN,4,2,3
jtopas,452,what,1,GPT,3,3,2
jtopas,452,what,1,MISTRAL,1,4,1
jtopas,452,why,0,CLAUDE,1,1,4
jtopas,452,why,0,QWEN,4,2,3
jtopas,452,why,0,GPT,2,3,2
jtopas,452,why,0,MISTRAL,3,4,1
jtopas,452,why,1,QWEN,1,1,4
jtopas,452,why,1,GPT,3,2,3
jtopas,452,why,1,CLAUDE,4,3,2
jtopas,452,why,1,MISTRAL,2,4,1
jtopas,452,how,0,QWEN,1,1,4
jtopas,452,how,0,GPT,4,2,3
jtopas,452,how,0,CLAUDE,3,3,2
jtopas,452,how,0,MISTRAL,2,4,1
jtopas,452,how,1,CLAUDE,2,1,4
jtopas,452,how,1,QWEN,4,2,3
jtopas,452,how,1,GPT,1,3,2
jtopas,452,how,1,MISTRAL,3,4,1
jtopas,453,accuracy,0,GPT,3,1,4
jtopas,453,accuracy,0,CLAUDE,2,2,3
jtopas,453,accuracy,0,QWEN,4,3,2
jtopas,453,accuracy,0,MISTRAL,1,4,1
jtopas,453,accuracy,1,CLAUDE,3,1,4
jtopas,453,accuracy,1,GPT,2,2,3
jtopas,453,accuracy,1,MISTRAL,4,3,2
jtopas,453,accuracy,1,QWEN,1,4,1
jtopas,453,content,0,GPT,1,1,4
jtopas,453,content,0,CLAUDE,4,2,3
jtopas,453,content,0,MISTRAL,2,3,2
jtopas,453,content,0,QWEN,3,4,1
jtopas,453,content,1,GPT,4,1,4
jtopas,453,content,1,CLAUDE,1,2,3
jtopas,453,content,1,MISTRAL,3,3,2
jtopas,453,content,1,QWEN,2,4,1
jtopas,453,conciseness,0,CLAUDE,4,1,4
jtopas,453,conciseness,0,GPT,1,2,3
jtopas,453,conciseness,0,MISTRAL,2,3,2
jtopas,453,conciseness,0,QWEN,3,4,1
jtopas,453,conciseness,1,GPT,4,1,4
jtopas,453,conciseness,1,MISTRAL,3,2,3
jtopas,453,conciseness,1,CLAUDE,1,3,2
jtopas,453,conciseness,1,QWEN,2,4,1
jtopas,453,what,0,GPT,1,1,4
jtopas,453,what,0,CLAUDE,3,2,3
jtopas,453,what,0,QWEN,4,3,2
jtopas,453,what,0,MISTRAL,2,4,1
jtopas,453,what,1,CLAUDE,2,1,4
jtopas,453,what,1,GPT,4,2,3
jtopas,453,what,1,MISTRAL,3,3,2
jtopas,453,what,1,QWEN,1,4,1
jtopas,453,why,0,GPT,4,1,4
jtopas,453,why,0,CLAUDE,1,2,3
jtopas,453,why,0,MISTRAL,2,3,2
jtopas,453,why,0,QWEN,3,4,1
jtopas,453,why,1,QWEN,2,1,4
jtopas,453,why,1,GPT,1,2,3
jtopas,453,why,1,CLAUDE,4,3,2
jtopas,453,why,1,MISTRAL,3,4,1
jtopas,453,how,0,GPT,1,1,4
jtopas,453,how,0,CLAUDE,4,2,3
jtopas,453,how,0,QWEN,2,3,2
jtopas,453,how,0,MISTRAL,3,4,1
jtopas,453,how,1,GPT,4,1,4
jtopas,453,how,1,CLAUDE,1,2,3
jtopas,453,how,1,MISTRAL,2,3,2
jtopas,453,how,1,QWEN,3,4,1
jtopas,454,accuracy,0,CLAUDE,3,1,4
jtopas,454,accuracy,0,GPT,1,2,3
jtopas,454,accuracy,0,MISTRAL,4,3,2
jtopas,454,accuracy,0,QWEN,2,4,1
jtopas,454,accuracy,1,CLAUDE,2,1,4
jtopas,454,accuracy,1,GPT,4,2,3
jtopas,454,accuracy,1,MISTRAL,1,3,2
jtopas,454,accuracy,1,QWEN,3,4,1
jtopas,454,content,0,CLAUDE,4,1,4
jtopas,454,content,0,GPT,1,2,3
jtopas,454,content,0,MISTRAL,2,3,2
jtopas,454,content,0,QWEN,3,4,1
jtopas,454,content,1,GPT,4,1,4
jtopas,454,content,1,CLAUDE,1,2,3
jtopas,454,content,1,MISTRAL,3,3,2
jtopas,454,content,1,QWEN,2,4,1
jtopas,454,conciseness,0,CLAUDE,2,1,4
jtopas,454,conciseness,0,MISTRAL,4,2,3
jtopas,454,conciseness,0,GPT,1,3,2
jtopas,454,conciseness,0,QWEN,3,4,1
jtopas,454,conciseness,1,GPT,4,1,4
jtopas,454,conciseness,1,CLAUDE,3,2,3
jtopas,454,conciseness,1,MISTRAL,1,3,2
jtopas,454,conciseness,1,QWEN,2,4,1
jtopas,454,what,0,CLAUDE,2,1,4
jtopas,454,what,0,GPT,4,2,3
jtopas,454,what,0,MISTRAL,3,3,2
jtopas,454,what,0,QWEN,1,4,1
jtopas,454,what,1,CLAUDE,3,1,4
jtopas,454,what,1,GPT,1,2,3
jtopas,454,what,1,MISTRAL,2,3,2
jtopas,454,what,1,QWEN,4,4,1
jtopas,454,why,0,GPT,2,1,4
jtopas,454,why,0,CLAUDE,3,2,3
jtopas,454,why,0,MISTRAL,4,3,2
jtopas,454,why,0,QWEN,1,4,1
jtopas,454,why,1,CLAUDE,2,1,4
jtopas,454,why,1,GPT,3,2,3
jtopas,454,why,1,QWEN,4,3,2
jtopas,454,why,1,MISTRAL,1,4,1
jtopas,454,how,0,CLAUDE,3,1,4
jtopas,454,how,0,GPT,4,2,3
jtopas,454,how,0,MISTRAL,2,3,2
jtopas,454,how,0,QWEN,1,4,1
jtopas,454,how,1,GPT,1,1,4
jtopas,454,how,1,CLAUDE,2,2,3
jtopas,454,how,1,QWEN,4,3,2
jtopas,454,how,1,MISTRAL,3,4,1
jtopas,456,accuracy,0,CLAUDE,2,1,4
jtopas,456,accuracy,0,MISTRAL,3,2,3
jtopas,456,accuracy,0,GPT,4,3,2
jtopas,456,accuracy,0,QWEN,1,4,1
jtopas,456,accuracy,1,CLAUDE,3,1,4
jtopas,456,accuracy,1,GPT,1,2,3
jtopas,456,accuracy,1,QWEN,4,3,2
jtopas,456,accuracy,1,MISTRAL,2,4,1
jtopas,456,content,0,CLAUDE,2,1,4
jtopas,456,content,0,MISTRAL,4,2,3
jtopas,456,content,0,GPT,3,3,2
jtopas,456,content,0,QWEN,1,4,1
jtopas,456,content,1,CLAUDE,3,1,4
jtopas,456,content,1,GPT,2,2,3
jtopas,456,content,1,MISTRAL,1,3,2
jtopas,456,content,1,QWEN,4,4,1
jtopas,456,conciseness,0,CLAUDE,2,1,4
jtopas,456,conciseness,0,MISTRAL,4,2,3
jtopas,456,conciseness,0,QWEN,3,3,2
jtopas,456,conciseness,0,GPT,1,4,1
jtopas,456,conciseness,1,CLAUDE,3,1,4
jtopas,456,conciseness,1,GPT,4,2,3
jtopas,456,conciseness,1,QWEN,2,3,2
jtopas,456,conciseness,1,MISTRAL,1,4,1
jtopas,456,what,0,CLAUDE,4,1,4
jtopas,456,what,0,MISTRAL,1,2,3
jtopas,456,what,0,GPT,3,3,2
jtopas,456,what,0,QWEN,2,4,1
jtopas,456,what,1,CLAUDE,1,1,4
jtopas,456,what,1,MISTRAL,4,2,3
jtopas,456,what,1,GPT,2,3,2
jtopas,456,what,1,QWEN,3,4,1
jtopas,456,why,0,CLAUDE,3,1,4
jtopas,456,why,0,MISTRAL,2,2,3
jtopas,456,why,0,QWEN,1,3,2
jtopas,456,why,0,GPT,4,4,1
jtopas,456,why,1,CLAUDE,2,1,4
jtopas,456,why,1,MISTRAL,3,2,3
jtopas,456,why,1,GPT,1,3,2
jtopas,456,why,1,QWEN,4,4,1
jtopas,456,how,0,CLAUDE,3,1,4
jtopas,456,how,0,GPT,2,2,3
jtopas,456,how,0,MISTRAL,1,3,2
jtopas,456,how,0,QWEN,4,4,1
jtopas,456,how,1,CLAUDE,2,1,4
jtopas,456,how,1,QWEN,1,2,3
jtopas,456,how,1,MISTRAL,4,3,2
jtopas,456,how,1,GPT,3,4,1
jtopas,460,accuracy,0,QWEN,4,1,4
jtopas,460,accuracy,0,MISTRAL,3,2,3
jtopas,460,accuracy,0,CLAUDE,2,3,2
jtopas,460,accuracy,0,GPT,1,4,1
jtopas,460,accuracy,1,GPT,4,1,4
jtopas,460,accuracy,1,QWEN,1,2,3
jtopas,460,accuracy,1,MISTRAL,2,3,2
jtopas,460,accuracy,1,CLAUDE,3,4,1
jtopas,460,content,0,GPT,3,1,4
jtopas,460,content,0,QWEN,1,2,3
jtopas,460,content,0,MISTRAL,4,3,2
jtopas,460,content,0,CLAUDE,2,4,1
jtopas,460,content,1,GPT,2,1,4
jtopas,460,content,1,MISTRAL,1,2,3
jtopas,460,content,1,QWEN,4,3,2
jtopas,460,content,1,CLAUDE,3,4,1
jtopas,460,conciseness,0,MISTRAL,1,1,4
jtopas,460,conciseness,0,QWEN,4,2,3
jtopas,460,conciseness,0,GPT,3,3,2
jtopas,460,conciseness,0,CLAUDE,2,4,1
jtopas,460,conciseness,1,GPT,2,1,4
jtopas,460,conciseness,1,QWEN,1,2,3
jtopas,460,conciseness,1,MISTRAL,4,3,2
jtopas,460,conciseness,1,CLAUDE,3,4,1
jtopas,460,what,0,QWEN,2,1,4
jtopas,460,what,0,GPT,3,2,3
jtopas,460,what,0,CLAUDE,1,3,2
jtopas,460,what,0,MISTRAL,4,4,1
jtopas,460,what,1,QWEN,3,1,4
jtopas,460,what,1,GPT,2,2,3
jtopas,460,what,1,MISTRAL,1,3,2
jtopas,460,what,1,CLAUDE,4,4,1
jtopas,460,why,0,QWEN,2,1,4
jtopas,460,why,0,MISTRAL,4,2,3
jtopas,460,why,0,GPT,1,3,2
jtopas,460,why,0,CLAUDE,3,4,1
jtopas,460,why,1,GPT,4,1,4
jtopas,460,why,1,MISTRAL,1,2,3
jtopas,460,why,1,QWEN,3,3,2
jtopas,460,why,1,CLAUDE,2,4,1
jtopas,460,how,0,GPT,3,1,4
jtopas,460,how,0,QWEN,1,2,3
jtopas,460,how,0,MISTRAL,4,3,2
jtopas,460,how,0,CLAUDE,2,4,1
jtopas,460,how,1,GPT,2,1,4
jtopas,460,how,1,MISTRAL,1,2,3
jtopas,460,how,1,QWEN,4,3,2
jtopas,460,how,1,CLAUDE,3,4,1
jtopas,462,accuracy,0,CLAUDE,1,1,4
jtopas,462,accuracy,0,GPT,3,2,3
jtopas,462,accuracy,0,MISTRAL,2,3,2
jtopas,462,accuracy,0,QWEN,4,4,1
jtopas,462,accuracy,1,CLAUDE,4,1,4
jtopas,462,accuracy,1,QWEN,1,2,3
jtopas,462,accuracy,1,GPT,2,3,2
jtopas,462,accuracy,1,MISTRAL,3,4,1
jtopas,462,content,0,CLAUDE,1,1,4
jtopas,462,content,0,QWEN,2,2,3
jtopas,462,content,0,GPT,4,3,2
jtopas,462,content,0,MISTRAL,3,4,1
jtopas,462,content,1,MISTRAL,2,1,4
jtopas,462,content,1,GPT,1,2,3
jtopas,462,content,1,CLAUDE,4,3,2
jtopas,462,content,1,QWEN,3,4,1
jtopas,462,conciseness,0,MISTRAL,2,1,4
jtopas,462,conciseness,0,GPT,1,2,3
jtopas,462,conciseness,0,CLAUDE,4,3,2
jtopas,462,conciseness,0,QWEN,3,4,1
jtopas,462,conciseness,1,CLAUDE,1,1,4
jtopas,462,conciseness,1,QWEN,2,2,3
jtopas,462,conciseness,1,GPT,4,3,2
jtopas,462,conciseness,1,MISTRAL,3,4,1
jtopas,462,what,0,MISTRAL,2,1,4
jtopas,462,what,0,GPT,1,2,3
jtopas,462,what,0,CLAUDE,4,3,2
jtopas,462,what,0,QWEN,3,4,1
jtopas,462,what,1,CLAUDE,1,1,4
jtopas,462,what,1,QWEN,2,2,3
jtopas,462,what,1,GPT,4,3,2
jtopas,462,what,1,MISTRAL,3,4,1
jtopas,462,why,0,CLAUDE,1,1,4
jtopas,462,why,0,GPT,4,2,3
jtopas,462,why,0,QWEN,3,3,2
jtopas,462,why,0,MISTRAL,2,4,1
jtopas,462,why,1,QWEN,2,1,4
jtopas,462,why,1,CLAUDE,4,2,3
jtopas,462,why,1,GPT,1,3,2
jtopas,462,why,1,MISTRAL,3,4,1
jtopas,462,how,0,MISTRAL,2,1,4
jtopas,462,how,0,GPT,1,2,3
jtopas,462,how,0,CLAUDE,4,3,2
jtopas,462,how,0,QWEN,3,4,1
jtopas,462,how,1,CLAUDE,1,1,4
jtopas,462,how,1,GPT,4,2,3
jtopas,462,how,1,QWEN,2,3,2
jtopas,462,how,1,MISTRAL,3,4,1
jtopas,733,accuracy,0,GPT,2,1,4
jtopas,733,accuracy,0,CLAUDE,4,2,3
jtopas,733,accuracy,0,QWEN,1,3,2
jtopas,733,accuracy,0,MISTRAL,3,4,1
jtopas,733,accuracy,1,GPT,3,1,4
jtopas,733,accuracy,1,CLAUDE,1,2,3
jtopas,733,accuracy,1,QWEN,4,3,2
jtopas,733,accuracy,1,MISTRAL,2,4,1
jtopas,733,content,0,GPT,1,1,4
jtopas,733,content,0,CLAUDE,3,2,3
jtopas,733,content,0,QWEN,2,3,2
jtopas,733,content,0,MISTRAL,4,4,1
jtopas,733,content,1,CLAUDE,2,1,4
jtopas,733,content,1,GPT,4,2,3
jtopas,733,content,1,QWEN,3,3,2
jtopas,733,content,1,MISTRAL,1,4,1
jtopas,733,conciseness,0,CLAUDE,2,1,4
jtopas,733,conciseness,0,GPT,4,2,3
jtopas,733,conciseness,0,QWEN,1,3,2
jtopas,733,conciseness,0,MISTRAL,3,4,1
jtopas,733,conciseness,1,GPT,1,1,4
jtopas,733,conciseness,1,CLAUDE,3,2,3
jtopas,733,conciseness,1,QWEN,4,3,2
jtopas,733,conciseness,1,MISTRAL,2,4,1
jtopas,733,what,0,GPT,3,1,4
jtopas,733,what,0,CLAUDE,4,2,3
jtopas,733,what,0,QWEN,2,3,2
jtopas,733,what,0,MISTRAL,1,4,1
jtopas,733,what,1,GPT,2,1,4
jtopas,733,what,1,QWEN,3,2,3
jtopas,733,what,1,CLAUDE,1,3,2
jtopas,733,what,1,MISTRAL,4,4,1
jtopas,733,why,0,GPT,1,1,4
jtopas,733,why,0,CLAUDE,4,2,3
jtopas,733,why,0,QWEN,3,3,2
jtopas,733,why,0,MISTRAL,2,4,1
jtopas,733,why,1,GPT,4,1,4
jtopas,733,why,1,CLAUDE,1,2,3
jtopas,733,why,1,QWEN,2,3,2
jtopas,733,why,1,MISTRAL,3,4,1
jtopas,733,how,0,GPT,3,1,4
jtopas,733,how,0,CLAUDE,1,2,3
jtopas,733,how,0,QWEN,4,3,2
jtopas,733,how,0,MISTRAL,2,4,1
jtopas,733,how,1,GPT,2,1,4
jtopas,733,how,1,CLAUDE,4,2,3
jtopas,733,how,1,QWEN,1,3,2
jtopas,733,how,1,MISTRAL,3,4,1
jtopas,772,accuracy,0,GPT,3,1,4
jtopas,772,accuracy,0,QWEN,2,2,3
jtopas,772,accuracy,0,CLAUDE,1,3,2
jtopas,772,accuracy,0,MISTRAL,4,4,1
jtopas,772,accuracy,1,GPT,2,1,4
jtopas,772,accuracy,1,CLAUDE,4,2,3
jtopas,772,accuracy,1,QWEN,3,3,2
jtopas,772,accuracy,1,MISTRAL,1,4,1
jtopas,772,content,0,GPT,2,1,4
jtopas,772,content,0,QWEN,4,2,3
jtopas,772,content,0,CLAUDE,3,3,2
jtopas,772,content,0,MISTRAL,1,4,1
jtopas,772,content,1,CLAUDE,2,1,4
jtopas,772,content,1,GPT,3,2,3
jtopas,772,content,1,QWEN,1,3,2
jtopas,772,content,1,MISTRAL,4,4,1
jtopas,772,conciseness,0,MISTRAL,4,1,4
jtopas,772,conciseness,0,CLAUDE,1,2,3
jtopas,772,conciseness,0,GPT,2,3,2
jtopas,772,conciseness,0,QWEN,3,4,1
jtopas,772,conciseness,1,GPT,3,1,4
jtopas,772,conciseness,1,MISTRAL,1,2,3
jtopas,772,conciseness,1,CLAUDE,4,3,2
jtopas,772,conciseness,1,QWEN,2,4,1
jtopas,772,what,0,CLAUDE,2,1,4
jtopas,772,what,0,GPT,3,2,3
jtopas,772,what,0,QWEN,1,3,2
jtopas,772,what,0,MISTRAL,4,4,1
jtopas,772,what,1,GPT,2,1,4
jtopas,772,what,1,QWEN,4,2,3
jtopas,772,what,1,CLAUDE,3,3,2
jtopas,772,what,1,MISTRAL,1,4,1
jtopas,772,why,0,QWEN,2,1,4
jtopas,772,why,0,GPT,1,2,3
jtopas,772,why,0,CLAUDE,4,3,2
jtopas,772,why,0,MISTRAL,3,4,1
jtopas,772,why,1,QWEN,3,1,4
jtopas,772,why,1,GPT,4,2,3
jtopas,772,why,1,CLAUDE,1,3,2
jtopas,772,why,1,MISTRAL,2,4,1
jtopas,772,how,0,CLAUDE,2,1,4
jtopas,772,how,0,GPT,1,2,3
jtopas,772,how,0,QWEN,3,3,2
jtopas,772,how,0,MISTRAL,4,4,1
jtopas,772,how,1,CLAUDE,3,1,4
jtopas,772,how,1,GPT,4,2,3
jtopas,772,how,1,QWEN,2,3,2
jtopas,772,how,1,MISTRAL,1,4,1
jtopas,773,accuracy,0,QWEN,3,1,4
jtopas,773,accuracy,0,CLAUDE,1,2,3
jtopas,773,accuracy,0,GPT,2,3,2
jtopas,773,accuracy,0,MISTRAL,4,4,1
jtopas,773,accuracy,1,QWEN,2,1,4
jtopas,773,accuracy,1,CLAUDE,4,2,3
jtopas,773,accuracy,1,MISTRAL,1,3,2
jtopas,773,accuracy,1,GPT,3,4,1
jtopas,773,content,0,QWEN,1,1,4
jtopas,773,content,0,CLAUDE,3,2,3
jtopas,773,content,0,GPT,4,3,2
jtopas,773,content,0,MISTRAL,2,4,1
jtopas,773,content,1,CLAUDE,2,1,4
jtopas,773,content,1,QWEN,4,2,3
jtopas,773,content,1,GPT,1,3,2
jtopas,773,content,1,MISTRAL,3,4,1
jtopas,773,conciseness,0,QWEN,3,1,4
jtopas,773,conciseness,0,CLAUDE,4,2,3
jtopas,773,conciseness,0,GPT,1,3,2
jtopas,773,conciseness,0,MISTRAL,2,4,1
jtopas,773,conciseness,1,QWEN,2,1,4
jtopas,773,conciseness,1,CLAUDE,1,2,3
jtopas,773,conciseness,1,GPT,4,3,2
jtopas,773,conciseness,1,MISTRAL,3,4,1
jtopas,773,what,0,CLAUDE,2,1,4
jtopas,773,what,0,QWEN,1,2,3
jtopas,773,what,0,MISTRAL,4,3,2
jtopas,773,what,0,GPT,3,4,1
jtopas,773,what,1,CLAUDE,3,1,4
jtopas,773,what,1,GPT,2,2,3
jtopas,773,what,1,QWEN,4,3,2
jtopas,773,what,1,MISTRAL,1,4,1
jtopas,773,why,0,CLAUDE,2,1,4
jtopas,773,why,0,QWEN,1,2,3
