base_project,folder,project_path,filename,summary_human,summary_nlg,bleu_4,nist_4,rouge_l_f,frugal_score
Spring-Framework,Visitor,Spring-Framework,BeanFactory.java,"BeanFactory defines the Abstract Factory for Spring beans. It provides methods to retrieve bean instances by name or type, enabling decoupled object creation and lifecycle management across the framework.","It is a public interface. The 16 methods of BeanFactory are getBean (Object), getBean (T), getBean (Object), getBean (T), getBean (T), getBeanProvider (ObjectProvider<T>), getBeanProvider (ObjectProvider<T>), getBeanProvider (ObjectProvider<T>), containsBean (boolean), isSingleton (boolean), isPrototype (boolean), isTypeMatch (boolean), isTypeMatch (boolean), getType (Class<?>), getType (Class<?>) and getAliases (String[]). No methods call getBean and getBean calls no methods. No methods call getBean and getBean calls no methods. No methods call getBean and getBean calls no methods. No methods call getBean and getBean calls no methods. No methods call getBean and getBean calls no methods. No methods call getBeanProvider and getBeanProvider calls no methods. No methods call getBeanProvider and getBeanProvider calls no methods. No methods call getBeanProvider and getBeanProvider calls no methods. No methods call containsBean and containsBean calls no methods. No methods call isSingleton ...",0.004240316235462131,0.21324156038458664,0.04968944099378882,0.46198421716690063
Spring-Framework,AbstractFactory,Spring-Framework,ListableBeanFactory.java,"ListableBeanFactory extends BeanFactory to list multiple beans by type or annotation. It Implements Abstract Factory for families of related beans, supporting flexible dependency resolution.","It is a public interface that extends BeanFactory. The 16 methods of ListableBeanFactory are containsBeanDefinition (boolean), getBeanDefinitionCount (int), getBeanDefinitionNames (String[]), getBeanProvider (ObjectProvider<T>), getBeanProvider (ObjectProvider<T>), getBeanNamesForType (String[]), getBeanNamesForType (String[]), getBeanNamesForType (String[]), getBeanNamesForType (String[]), getBeansOfType (Map<String,T>), getBeansOfType (Map<String,T>), getBeanNamesForAnnotation (String[]), getBeansWithAnnotation (Map<String,Object>), findAnnotationOnBean (A), findAnnotationOnBean (A) and findAllAnnotationsOnBean (Set<A>). No methods call containsBeanDefinition and containsBeanDefinition calls no methods. No methods call getBeanDefinitionCount and getBeanDefinitionCount calls no methods. No methods call getBeanDefinitionNames and getBeanDefinitionNames calls no methods. No methods call getBeanProvider and getBeanProvider calls no methods. No methods call getBeanProvider and getBeanProv...",0.009214501440412281,0.23392665820005903,0.04918032786885246,0.5551164150238037
Spring-Framework,AbstractFactory,Spring-Framework,HierarchicalBeanFactory.java,"It adds parent-child factory hierarchy to BeanFactory. Uses Abstract Factory to allow bean creation across nested contexts, promoting modular configuration.",It is a public interface that extends BeanFactory. The 2 methods of HierarchicalBeanFactory are getParentBeanFactory (BeanFactory) and containsLocalBean (boolean). No methods call getParentBeanFactory and getParentBeanFactory calls no methods. No methods call containsLocalBean and containsLocalBean calls no methods.,0.011849491366251387,0.23742256339344653,0.06896551724137931,0.46710604429244995
Spring-Framework,AbstractFactory,Spring-Framework,AutowireCapableBeanFactory.java,It specialized Abstract Factory that creates and autowires beans dynamically. It applies dependency injection and lifecycle callbacks for advanced bean management.,"It is a public interface that extends BeanFactory. The 15 methods of AutowireCapableBeanFactory are createBean (T), autowireBean (void), configureBean (Object), createBean (Object), autowire (Object), autowireBeanProperties (void), applyBeanPropertyValues (void), initializeBean (Object), applyBeanPostProcessorsBeforeInitialization (Object), applyBeanPostProcessorsAfterInitialization (Object), destroyBean (void), resolveNamedBean (NamedBeanHolder<T>), resolveBeanByName (Object), resolveDependency (Object) and resolveDependency (Object). No methods call createBean and createBean calls no methods. No methods call autowireBean and autowireBean calls no methods. No methods call configureBean and configureBean calls no methods. No methods call createBean and createBean calls no methods. No methods call autowire and autowire calls no methods. No methods call autowireBeanProperties and autowireBeanProperties calls no methods. No methods call applyBeanPropertyValues and applyBeanPropertyValues ...",0.004784962871449136,0.13744594048221737,0.07874015748031496,0.4946441650390625
Spring-Framework,AbstractFactory,Spring-Framework,ClientHttpRequestFactory.java,"ClientHTTPRequestFactory is an Abstract Factory class that creates HTTP request objects across different client implementations, enabling pluggable networking strategies.",It is a public interface. The only method of ClientHttpRequestFactory is createRequest (ClientHttpRequest). No methods call createRequest and createRequest calls no methods.,0.03454447598433573,0.3861752284948714,0.0975609756097561,0.6641672253608704
Spring-Framework,FactoryMethod,Spring-Framework,AdaptableJobFactory.java,"AdaptableJobFactory is a part of Factory Method Pattern that creates Quartz job instances via reflection and adapts them to Job. It returns the object directly if it implements Job, or wraps a Runnable in DelegatingJob. Otherwise, it throws an error. Used by Quartz to instantiate and execute jobs within Spring.","It is a public class that implements JobFactory. The 3 methods of AdaptableJobFactory are newJob (Job), createJobInstance (Object) and adaptJob (Job). No methods call newJob and newJob calls no methods. No methods call createJobInstance and createJobInstance calls no methods. No methods call adaptJob and adaptJob calls no methods.",0.023296483851932167,1.3574134855019009,0.14285714285714285,0.6465330123901367
Spring-Framework,FactoryMethod,Spring-Framework,SchedulerFactoryBean.java,"SchedulerFactoryBean is a Factory Method implementation that produces a configured Quartz Scheduler as a Spring bean, encapsulating complex setup logic.","It is a public class that extends SchedulerAccessor and that implements FactoryBean<Scheduler>, BeanNameAware, ApplicationContextAware, InitializingBean, DisposableBean and SmartLifecycle. The 40 methods of SchedulerFactoryBean are getConfigTimeResourceLoader (ResourceLoader), getConfigTimeTaskExecutor (Executor), getConfigTimeDataSource (DataSource), getConfigTimeNonTransactionalDataSource (DataSource), setSchedulerFactory (void), setSchedulerFactoryClass (void), setSchedulerName (void), setConfigLocation (void), setQuartzProperties (void), setTaskExecutor (void), setDataSource (void), setNonTransactionalDataSource (void), setSchedulerContextAsMap (void), setApplicationContextSchedulerContextKey (void), setJobFactory (void), setAutoStartup (void), isAutoStartup (boolean), setPhase (void), getPhase (int), setStartupDelay (void), setExposeSchedulerInRepository (void), setWaitForJobsToCompleteOnShutdown (void), setBeanName (void), setApplicationContext (void), afterPropertiesSet (void), ...",0.012098538739077448,0.2669957063162088,0.08421052631578947,0.6300537586212158
Spring-Framework,FactoryMethod,Spring-Framework,JobDetailFactoryBean.java,JobDetailfactoryBean uses Factory Method to create Quartz JobDetail objects. Simplifies job configuration for Spring-managed schedulers.,"It is a public class that implements FactoryBean<JobDetail>, BeanNameAware, ApplicationContextAware and InitializingBean. The 16 methods of JobDetailFactoryBean are setName (void), setGroup (void), setJobClass (void), setJobDataMap (void), getJobDataMap (JobDataMap), setJobDataAsMap (void), setDurability (void), setRequestsRecovery (void), setDescription (void), setBeanName (void), setApplicationContext (void), setApplicationContextJobDataKey (void), afterPropertiesSet (void), getObject (JobDetail), getObjectType (Class<?>) and isSingleton (boolean). No methods call setName and setName calls no methods. No methods call setGroup and setGroup calls no methods. No methods call setJobClass and setJobClass calls no methods. No methods call setJobDataMap and setJobDataMap calls no methods. 2 methods ( afterPropertiesSet method of class JobDetailFactoryBean and setJobDataAsMap method of class JobDetailFactoryBean ) call getJobDataMap and getJobDataMap calls no methods. No methods call setJobD...",0.004211097279317588,0.10714285714285714,0.03125,0.5586976408958435
Spring-Framework,FactoryMethod,Spring-Framework,MethodInvokingJobDetailFactoryBean.java,"MethodInvokingJobDetailFactoryBean is a Factory Method class that builds JobDetail to invoke a specific method on a target object, enabling declarative job execution.","It is a public class that extends ArgumentConvertingMethodInvoker and that implements FactoryBean<JobDetail>, BeanNameAware, BeanClassLoaderAware, BeanFactoryAware and InitializingBean. The 17 methods of MethodInvokingJobDetailFactoryBean are setName (void), setGroup (void), setConcurrent (void), setTargetBeanName (void), setBeanName (void), setBeanClassLoader (void), setBeanFactory (void), resolveClassName (Class<?>), afterPropertiesSet (void), postProcessJobDetail (void), getTargetClass (Class<?>), getTargetObject (Object), getObject (JobDetail), getObjectType (Class<? extends JobDetail>), isSingleton (boolean), setMethodInvoker (void) and executeInternal (void). No methods call setName and setName calls no methods. No methods call setGroup and setGroup calls no methods. No methods call setConcurrent and setConcurrent calls no methods. No methods call setTargetBeanName and setTargetBeanName calls no methods. No methods call setBeanName and setBeanName calls no methods. No methods cal...",0.010699772360095913,0.27184457641963233,0.10687022900763359,0.668399453163147
Spring-Framework,FactoryMethod,Spring-Framework,CronTriggerFactoryBean.java,"CronTriggerFactoryBean Implements Factory Method to create Quartz CronTrigger instances, abstracting trigger configuration for scheduled tasks.","It is a public class that implements FactoryBean<CronTrigger>, BeanNameAware and InitializingBean. The 20 methods of CronTriggerFactoryBean are setName (void), setGroup (void), setJobDetail (void), setJobDataMap (void), getJobDataMap (JobDataMap), setJobDataAsMap (void), setStartTime (void), setStartDelay (void), setCronExpression (void), setTimeZone (void), setCalendarName (void), setPriority (void), setMisfireInstruction (void), setMisfireInstructionName (void), setDescription (void), setBeanName (void), afterPropertiesSet (void), getObject (CronTrigger), getObjectType (Class<?>) and isSingleton (boolean). No methods call setName and setName calls no methods. No methods call setGroup and setGroup calls no methods. No methods call setJobDetail and setJobDetail calls no methods. No methods call setJobDataMap and setJobDataMap calls no methods. No methods call getJobDataMap and getJobDataMap calls no methods. No methods call setJobDataAsMap and setJobDataAsMap calls no methods. No metho...",0.0040997797945352046,0.10191888510283091,0.046153846153846156,0.5832816958427429
Spring-Framework,Singleton,Spring-Framework,DefaultSingletonBeanRegistry.java,"DefaultSingletonBeanResgitry is a core Singleton manager in Spring. Maintains a cache of singleton beans, ensuring one shared instance per bean definition.","It is a public class that extends SimpleAliasRegistry and that implements SingletonBeanRegistry. The 33 methods of DefaultSingletonBeanRegistry are registerSingleton (void), addSingleton (void), addSingletonFactory (void), addSingletonCallback (void), getSingleton (Object), getSingleton (Object), getSingleton (Object), checkDependentWaitingThreads (boolean), isCurrentThreadAllowedToHoldSingletonLock (Boolean), onSuppressedException (void), removeSingleton (void), containsSingleton (boolean), getSingletonNames (String[]), getSingletonCount (int), setCurrentlyInCreation (void), isCurrentlyInCreation (boolean), isActuallyInCreation (boolean), isSingletonCurrentlyInCreation (boolean), beforeSingletonCreation (void), afterSingletonCreation (void), registerDisposableBean (void), registerContainedBean (void), registerDependentBean (void), isDependent (boolean), isDependent (boolean), hasDependentBean (boolean), getDependentBeans (String[]), getDependenciesForBean (String[]), destroySingletons...",0.010648065942311609,0.16235936357781708,0.0625,0.5598635673522949
Spring-Framework,Singleton,Spring-Framework,SingletonBeanRegistry.java,"SingletonBeanRegistry defines the Singleton contract for registering and retrieving shared bean instances, forming the backbone of Spring’s singleton scope","It is a public interface. The 7 methods of SingletonBeanRegistry are registerSingleton (void), addSingletonCallback (void), getSingleton (Object), containsSingleton (boolean), getSingletonNames (String[]), getSingletonCount (int) and getSingletonMutex (Object). No methods call registerSingleton and registerSingleton calls no methods. No methods call addSingletonCallback and addSingletonCallback calls no methods. No methods call getSingleton and getSingleton calls no methods. No methods call containsSingleton and containsSingleton calls no methods. No methods call getSingletonNames and getSingletonNames calls no methods. No methods call getSingletonCount and getSingletonCount calls no methods. No methods call getSingletonMutex and getSingletonMutex calls no methods.",0.005714752268096502,0.18300800426460057,0.03669724770642202,0.5076513290405273
Spring-Framework,Singleton,Spring-Framework,SmartInitializingSingleton.java,SmartInitializingSingleton is a singleton callback interface for post-initialization of all singletons. It supports Singleton lifecycle management after container setup.,It is a public interface. The only method of SmartInitializingSingleton is afterSingletonsInstantiated (void). No methods call afterSingletonsInstantiated and afterSingletonsInstantiated calls no methods.,0.05406502668979586,1.178707662242008,0.1904761904761905,0.6595945954322815
Spring-Framework,Singleton,Spring-Framework,SingletonSupplier.java,SingletonSupplier is a utility class implementing Singleton pattern via lazy initialization and caching. It ensures a single computed instance per supplier.,"It is a public class that implements Supplier<T>. The 6 methods of SingletonSupplier are get (T), obtain (T), of (SingletonSupplier<T>), ofNullable (SingletonSupplier<T>), of (SingletonSupplier<T>) and ofNullable (SingletonSupplier<T>). Only one method ( obtain method of class SingletonSupplier ) calls get and get calls no methods. No methods call obtain and obtain calls only one method : get method of class SingletonSupplier. No methods call of and of calls no methods. No methods call ofNullable and ofNullable calls no methods. No methods call of and of calls no methods. No methods call ofNullable and ofNullable calls no methods.",0.01002314126237802,0.3035328771372584,0.08403361344537814,0.5506480932235718
Spring-Framework,Adapter,Spring-Framework,IsolationLevelDataSourceAdapter.java,This code defines a Spring component that acts as a smart wrapper around a database connection pool. Its main job is to automatically configure every new database connection with the correct settings (isolation level and read-only flag) based on the current active Spring transaction.,"It is a public class that extends UserCredentialsDataSourceAdapter. The 6 methods of IsolationLevelDataSourceAdapter are setIsolationLevelName (void), setIsolationLevel (void), getIsolationLevel (Integer), doGetConnection (Connection), getCurrentIsolationLevel (Integer) and getCurrentReadOnlyFlag (Boolean). No methods call setIsolationLevelName and setIsolationLevelName calls only one method : setIsolationLevel method of class IsolationLevelDataSourceAdapter. Only one method ( setIsolationLevelName method of class IsolationLevelDataSourceAdapter ) calls setIsolationLevel and setIsolationLevel calls no methods. Only one method ( getCurrentIsolationLevel method of class IsolationLevelDataSourceAdapter ) calls getIsolationLevel and getIsolationLevel calls no methods. No methods call doGetConnection and doGetConnection calls 2 methods : getCurrentIsolationLevel method of class IsolationLevelDataSourceAdapter and getCurrentReadOnlyFlag method of class IsolationLevelDataSourceAdapter. Only o...",0.0062175532155822845,0.370829884825389,0.07194244604316548,0.5010086297988892
Spring-Framework,Adapter,Spring-Framework,HttpRequestHandlerAdapter.java,"HTTPRequestHandlerAdepter as a part of an adapter pattern bridges HttpRequestHandler to Spring MVC’s HandlerAdapter interface, enabling simple request handlers to integrate with the DispatcherServlet workflow.",It is a public class that implements HandlerAdapter. The 2 methods of HttpRequestHandlerAdapter are support (boolean) and handle (ModelAndView). No methods call support and support calls no methods. No methods call handle and handle calls no methods.,0.01409149944190947,0.5081556452044425,0.09523809523809523,0.6034915447235107
Spring-Framework,Adapter,Spring-Framework,MethodBeforeAdviceAdapter.java,"MethodBeforeAdviceAdapter as a prt of adpater pattern wraps MethodBeforeAdvice as a MethodInterceptor, enabling uniform handling of different advice types in the AOP framework.",It is a class that implements AdvisorAdapter and Serializable. The 2 methods of MethodBeforeAdviceAdapter are supportsAdvice (boolean) and getInterceptor (MethodInterceptor). No methods call supportsAdvice and supportsAdvice calls no methods. No methods call getInterceptor and getInterceptor calls no methods.,0.01449133983398965,0.5425739415864491,0.09836065573770492,0.6805874109268188
Spring-Framework,Adapter,Spring-Framework,SimpleControllerHandlerAdapter.java,"SimpleControllerHandlerAdapter is a part of an adapter pattern that bridges the legacy Controller interface to the generic HandlerAdapter expected by the DispatcherServlet, translating calls so controllers can be invoked uniformly",It is a public class that implements HandlerAdapter. The 2 methods of SimpleControllerHandlerAdapter are support (boolean) and handle (ModelAndView). No methods call support and support calls no methods. No methods call handle and handle calls no methods.,0.02818299888381893,1.0181124936255945,0.1791044776119403,0.61910080909729
Spring-Framework,Decorator,Spring-Framework,ScopedProxyBeanDefinitionDecorator.java,"The ScopedProxyBeanDefinitionDecorator class uses the decorater design pattern. It decorates Spring bean definitions by wrapping them in scoped proxies using ScopedProxyUtils. It reads the proxy-target-class attribute from XML, creates a proxy around the original bean, and registers both definitions for tooling support, enabling dynamic proxy behavior without altering the original bean.",It is a class that implements BeanDefinitionDecorator. The only method of ScopedProxyBeanDefinitionDecorator is decorate (BeanDefinitionHolder). No methods call decorate and decorate calls no methods.,0.007354870948263311,0.08878105757510266,0.10389610389610389,0.6532124280929565
Spring-Framework,Decorator,Spring-Framework,BufferingClientHttpResponseWrapper.java,"BufferingClientHttpResponseWrapper as a part of Decorator pattern adds buffering to ClientHttpResponse for repeated body reads, extending functionality while maintaining the original interface.","It is a final class that implements ClientHttpResponse. The 5 methods of BufferingClientHttpResponseWrapper are getStatusCode (HttpStatusCode), getStatusText (String), getHeaders (HttpHeaders), getBody (InputStream) and close (void). No methods call getStatusCode and getStatusCode calls no methods. No methods call getStatusText and getStatusText calls no methods. No methods call getHeaders and getHeaders calls no methods. No methods call getBody and getBody calls no methods. No methods call close and close calls no methods.",0.007719066742464611,0.31853082990266407,0.06521739130434781,0.6231410503387451
Spring-Framework,Decorator,Spring-Framework,ContentCachingRequestWrapper.java,"ContentCachingRequestWrapper being in Decorator pattern wraps HttpServletResponse to buffer response data, enabling content inspection or logging while preserving the same servlet API.","It is a public class that extends HttpServletRequestWrapper. The 20 methods of ContentCachingRequestWrapper are getInputStream (ServletInputStream), getCharacterEncoding (String), getReader (BufferedReader), getParameter (String), getParameterMap (Map<String,String[]>), getParameterNames (Enumeration<String>), getParameterValues (String[]), isFormPost (boolean), writeRequestParametersToCachedContent (void), getContentAsByteArray (byte[]), getContentAsString (String), handleContentOverflow (void), read (int), read (int), writeToCache (void), read (int), readLine (int), isFinished (boolean), isReady (boolean) and setReadListener (void). Only one method ( getReader method of class ContentCachingRequestWrapper ) calls getInputStream and getInputStream calls no methods. 3 methods ( getContentAsString method of class ContentCachingRequestWrapper, getReader method of class ContentCachingRequestWrapper and writeRequestParametersToCachedContent method of class ContentCachingRequestWrapper ) cal...",0.004646191131204395,0.09694416562254994,0.017543859649122806,0.6048240661621094
Spring-Framework,Decorator,Spring-Framework,WebSocketHandlerDecorator.java,"WebSocketHandlerDecorator as a part of a decorator pattern wraps a WebSocketHandler and delegates all operations to it. It provides methods to access the original or innermost handler. This class uses the Decorator pattern, enabling additional behavior around WebSocket handling without modifying the core handler implementation.","It is a public class that implements WebSocketHandler. The 9 methods of WebSocketHandlerDecorator are getDelegate (WebSocketHandler), getLastHandler (WebSocketHandler), unwrap (WebSocketHandler), afterConnectionEstablished (void), handleMessage (void), handleTransportError (void), afterConnectionClosed (void), supportsPartialMessages (boolean) and toString (String). Only one method ( getLastHandler method of class WebSocketHandlerDecorator ) calls getDelegate and getDelegate calls no methods. No methods call getLastHandler and getLastHandler calls only one method : getDelegate method of class WebSocketHandlerDecorator. No methods call unwrap and unwrap calls no methods. No methods call afterConnectionEstablished and afterConnectionEstablished calls no methods. No methods call handleMessage and handleMessage calls no methods. No methods call handleTransportError and handleTransportError calls no methods. No methods call afterConnectionClosed and afterConnectionClosed calls no methods. N...",0.005696795894367062,0.41519956757362164,0.07792207792207792,0.661687970161438
Spring-Framework,Facade,Spring-Framework,JDBCTemplate.java,"JDBCTemplate class is a facade pattern  that provides a simplified API for JDBC operations, hiding resource management and error handling behind a clean, high-level interface.","It is a public class that extends JdbcAccessor and that implements JdbcOperations. The 112 methods of JdbcTemplate are setIgnoreWarnings (void), isIgnoreWarnings (boolean), setFetchSize (void), getFetchSize (int), setMaxRows (void), getMaxRows (int), setQueryTimeout (void), getQueryTimeout (int), setSkipResultsProcessing (void), isSkipResultsProcessing (boolean), setSkipUndeclaredResults (void), isSkipUndeclaredResults (boolean), setResultsMapCaseInsensitive (void), isResultsMapCaseInsensitive (boolean), execute (T), createConnectionProxy (Connection), execute (T), execute (T), execute (void), query (T), query (void), query (List<T>), queryForStream (Stream<T>), queryForMap (Map<String,Object>), queryForObject (T), queryForObject (T), queryForList (List<T>), queryForList (List<Map<String,Object>>), queryForRowSet (SqlRowSet), update (int), batchUpdate (int[]), execute (T), execute (T), execute (T), query (T), query (T), query (T), query (T), query (T), query (T), query (void), query (v...",0.008577458722740192,0.24197887098295817,0.0588235294117647,0.5641466975212097
Spring-Framework,Facade,Spring-Framework,JmsTemplate.java,"JMSTemplate simplifies JMS messaging by encapsulating session, producer, and consumer management, exposing an easy-to-use facade for messaging tasks.","It is a public class that extends JmsDestinationAccessor and that implements JmsOperations. The 85 methods of JmsTemplate are setDefaultDestination (void), getDefaultDestination (Destination), getDefaultQueue (Queue), setDefaultDestinationName (void), getDefaultDestinationName (String), getRequiredDefaultDestinationName (String), setMessageConverter (void), getMessageConverter (MessageConverter), setMessageIdEnabled (void), isMessageIdEnabled (boolean), setMessageTimestampEnabled (void), isMessageTimestampEnabled (boolean), setPubSubNoLocal (void), isPubSubNoLocal (boolean), setReceiveTimeout (void), getReceiveTimeout (long), setDeliveryDelay (void), getDeliveryDelay (long), setExplicitQosEnabled (void), isExplicitQosEnabled (boolean), setQosSettings (void), setDeliveryPersistent (void), setDeliveryMode (void), getDeliveryMode (int), setPriority (void), getPriority (int), setTimeToLive (void), getTimeToLive (long), setObservationRegistry (void), getObservationRegistry (ObservationRegis...",0.005496642095452601,0.11081866909967597,0.020408163265306124,0.48578667640686035
Spring-Framework,Facade,Spring-Framework,RestTemplate.java,"RestTemplate in facade pattern offers a unified interface for HTTP operations, abstracting complexity of request execution and message conversion for REST clients.","It is a public class that extends InterceptingHttpAccessor and that implements RestOperations. The 73 methods of RestTemplate are updateErrorHandlerConverters (void), initUriTemplateHandler (DefaultUriBuilderFactory), setMessageConverters (void), validateConverters (void), getMessageConverters (List<HttpMessageConverter<?>>), setErrorHandler (void), getErrorHandler (ResponseErrorHandler), setDefaultUriVariables (void), setUriTemplateHandler (void), getUriTemplateHandler (UriTemplateHandler), setObservationRegistry (void), getObservationRegistry (ObservationRegistry), setObservationConvention (void), getObservationConvention (ClientRequestObservationConvention), getForObject (T), getForObject (T), getForObject (T), getForEntity (ResponseEntity<T>), getForEntity (ResponseEntity<T>), getForEntity (ResponseEntity<T>), headForHeaders (HttpHeaders), headForHeaders (HttpHeaders), headForHeaders (HttpHeaders), postForLocation (URI), postForLocation (URI), postForLocation (URI), postForObject (...",0.006803508307399591,0.2378363529939892,0.04123711340206186,0.5375677347183228
Spring-Framework,Facade,Spring-Framework,TransactionTemplate.java,"TransactionTemplate provides a compact, callback-style interface for programmatic transactions, encapsulating PlatformTransactionManager usage as a facade for transaction demarcation.","It is a public class that extends DefaultTransactionDefinition and that implements TransactionOperations and InitializingBean. The 6 methods of TransactionTemplate are setTransactionManager (void), getTransactionManager (PlatformTransactionManager), afterPropertiesSet (void), execute (T), rollbackOnException (void) and equals (boolean). No methods call setTransactionManager and setTransactionManager calls no methods. Only one method ( equals method of class TransactionTemplate ) calls getTransactionManager and getTransactionManager calls no methods. No methods call afterPropertiesSet and afterPropertiesSet calls no methods. No methods call execute and execute calls no methods. No methods call rollbackOnException and rollbackOnException calls no methods. No methods call equals and equals calls only one method : getTransactionManager method of class TransactionTemplate.",0.004772646417760984,0.11862406606394703,0.03389830508474577,0.6267271637916565
Spring-Framework,Observer,Spring-Framework,ApplicationEventPublisher.java,"ApplicationEventPublisher is a part of the Observer pattern. It defines the subject interface for publishing events to registered listeners, enabling decoupled communication between components.",It is a public interface. The 2 methods of ApplicationEventPublisher are publishEvent (void) and publishEvent (void). No methods call publishEvent and publishEvent calls no methods. No methods call publishEvent and publishEvent calls no methods.,0.029776653071789866,0.9145511030896499,0.10344827586206896,0.6022617220878601
Spring-Framework,Observer,Spring-Framework,ApplicationListener.java,ActionListeners is a part of the Observer pattern and it represents the observer interface; classes implement it to receive and handle application events asynchronously or synchronously.,"It is a public interface that extends EventListener. The 3 methods of ApplicationListener are onApplicationEvent (void), supportsAsyncExecution (boolean) and forPayload (ApplicationListener<PayloadApplicationEvent<T>>). No methods call onApplicationEvent and onApplicationEvent calls no methods. No methods call supportsAsyncExecution and supportsAsyncExecution calls no methods. No methods call forPayload and forPayload calls no methods.",0.02062403823169552,0.6720703549025748,0.13157894736842105,0.5234287977218628
Spring-Framework,Observer,Spring-Framework,AbstractApplicationEventMulticaster.java,"ApplicationEventMulticaster is a part of the Observer pattern that manages listener registration and dispatches events to all observers, acting as the core event notification mechanism.","It is a public abstract class that implements ApplicationEventMulticaster, BeanClassLoaderAware and BeanFactoryAware. The 22 methods of AbstractApplicationEventMulticaster are setBeanClassLoader (void), setBeanFactory (void), getBeanFactory (ConfigurableBeanFactory), addApplicationListener (void), addApplicationListenerBean (void), removeApplicationListener (void), removeApplicationListenerBean (void), removeApplicationListeners (void), removeApplicationListenerBeans (void), removeAllListeners (void), getApplicationListeners (Collection<ApplicationListener<?>>), getApplicationListeners (Collection<ApplicationListener<?>>), retrieveApplicationListeners (Collection<ApplicationListener<?>>), supportsEvent (boolean), supportsEvent (boolean), supportsEvent (boolean), equals (boolean), hashCode (int), toString (String), compareTo (int), getApplicationListeners (Collection<ApplicationListener<?>>) and getApplicationListeners (Collection<ApplicationListener<?>>). No methods call setBeanClassLo...",0.0137204235820717,0.43759712956143154,0.10309278350515463,0.534838080406189
Spring-Framework,Memento,Spring-Framework,SavepointManager.java,"SavePointManager defines operations for creating, rolling back, and releasing savepoints, encapsulating transaction state snapshots.","It is a public interface. The 3 methods of SavepointManager are createSavepoint (Object), rollbackToSavepoint (void) and releaseSavepoint (void). No methods call createSavepoint and createSavepoint calls no methods. No methods call rollbackToSavepoint and rollbackToSavepoint calls no methods. No methods call releaseSavepoint and releaseSavepoint calls no methods.",0.009668670750672485,0.16921577431367127,0.06779661016949153,0.5305290222167969
Spring-Framework,Memento,Spring-Framework,AbstractTransactionStatus.java,"AbstractTransactionStatus maintains transactional state and manages savepoints, enabling rollback to previous states without exposing internals.","It is a public abstract class that implements TransactionStatus. The 16 methods of AbstractTransactionStatus are setRollbackOnly (void), isRollbackOnly (boolean), isLocalRollbackOnly (boolean), isGlobalRollbackOnly (boolean), setCompleted (void), isCompleted (boolean), hasSavepoint (boolean), setSavepoint (void), getSavepoint (Object), createAndHoldSavepoint (void), rollbackToHeldSavepoint (void), releaseHeldSavepoint (void), createSavepoint (Object), rollbackToSavepoint (void), releaseSavepoint (void) and getSavepointManager (SavepointManager). No methods call setRollbackOnly and setRollbackOnly calls no methods. No methods call isRollbackOnly and isRollbackOnly calls 2 methods : isGlobalRollbackOnly method of class AbstractTransactionStatus and isLocalRollbackOnly method of class AbstractTransactionStatus. Only one method ( isRollbackOnly method of class AbstractTransactionStatus ) calls isLocalRollbackOnly and isLocalRollbackOnly calls no methods. Only one method ( isRollbackOnly me...",0.004402900781926413,0.08055444527027873,0.03571428571428571,0.5228440761566162
Spring-Framework,Memento,Spring-Framework,SimpleApplicationEventMulticaster.java,"SimpleApplicationEventMulticaster is a part of memento pattern that provides a Concrete implementation that delivers events to listeners, supporting synchronous and asynchronous execution modes.","It is a public class that extends AbstractApplicationEventMulticaster. The 9 methods of SimpleApplicationEventMulticaster are setTaskExecutor (void), getTaskExecutor (Executor), setErrorHandler (void), getErrorHandler (ErrorHandler), multicastEvent (void), multicastEvent (void), invokeListener (void), doInvokeListener (void) and matchesClassCastMessage (boolean). No methods call setTaskExecutor and setTaskExecutor calls no methods. No methods call getTaskExecutor and getTaskExecutor calls no methods. No methods call setErrorHandler and setErrorHandler calls no methods. No methods call getErrorHandler and getErrorHandler calls no methods. No methods call multicastEvent and multicastEvent calls no methods. No methods call multicastEvent and multicastEvent calls no methods. No methods call invokeListener and invokeListener calls no methods. No methods call doInvokeListener and doInvokeListener calls no methods. No methods call matchesClassCastMessage and matchesClassCastMessage calls no m...",0.008272451731153888,0.2205383485644042,0.058394160583941604,0.5993529558181763
Spring-Framework,Visitor,Spring-Framework,BeanDefinitionVisitor.java,"BeanDefinitionVisitor is a part of the visior pattern traverses bean definitions to modify or resolve metadata, separating traversal logic from bean structure.","It is a public class. The 15 methods of BeanDefinitionVisitor are visitBeanDefinition (void), visitParentName (void), visitBeanClassName (void), visitFactoryBeanName (void), visitFactoryMethodName (void), visitScope (void), visitPropertyValues (void), visitIndexedArgumentValues (void), visitGenericArgumentValues (void), resolveValue (Object), visitArray (void), visitList (void), visitSet (void), visitMap (void) and resolveStringValue (String). No methods call visitBeanDefinition and visitBeanDefinition calls no methods. No methods call visitParentName and visitParentName calls no methods. No methods call visitBeanClassName and visitBeanClassName calls no methods. No methods call visitFactoryBeanName and visitFactoryBeanName calls no methods. No methods call visitFactoryMethodName and visitFactoryMethodName calls no methods. No methods call visitScope and visitScope calls no methods. No methods call visitPropertyValues and visitPropertyValues calls no methods. No methods call visitIndex...",0.008271514401719172,0.20456108342372922,0.04580152671755725,0.536474883556366
